возглавить	 сов. перех.
возглавлять	 несов. перех.
возглавляться	 несов.
возглас	 м.
возгласить	 сов. перех.
возглашать	 несов. перех.
возглашаться	 несов.
возглашение	 ср.
возгнушаться	 сов. устар.
возговорить	 сов. перех. и неперех. нар.-поэт.
возгонка	 ж.
возгонять	 несов. перех.
возгоняться	 несов.
возгораемость	 ж.
возгораемый	 прил.
возгорание	 ср.
возгорать	 несов. неперех. устар.
возгораться	 несов.
возгордить	 сов. перех. устар.
возгордиться	 сов.
возгореть	 сов. неперех. устар.
возгореться	 сов.
возгреметь	 сов. неперех. устар.
воздавать	 несов. перех. и неперех.
воздаваться	 несов.
воздать	 сов. перех. и неперех.
воздаться	 сов.
воздаяние	 ср. устар.
воздвигать	 несов. перех.
воздвигаться	 несов.
воздвигнуть	 сов. перех.
воздвигнуться	 сов.
Воздвижение	 ср.
воздвижение	 ср.
воздевание	 ср.
воздевать	 несов. перех.
воздеваться	 несов.
воздействие	 ср.
воздействовать	 несов. и сов. неперех.
возделать	 сов. перех.
возделывание	 ср.
возделыватель	 м.
возделывать	 несов. перех.
возделываться	 несов.
воздержавшаяся	 ж. разг.
воздержавшийся	 м. разг.
воздержание	 ср.
воздержанность	 ж.
воздержанный	 прил.
воздержать	 сов. перех. устар.
воздержаться	 сов.
воздерживать	 несов. перех. устар.
воздерживаться	 несов.
воздержность	 ж. устар.
воздержный	 прил. устар.
воздеть	 сов. перех.
воздеться	 сов.
воздохнуть	 сов. неперех. устар.
воздуховод	 м.
воздуходув	 м. разг.
воздуходувки	 мн. разг.
воздуходувный	 прил.
воздухозаборник	 м.
воздухонагнетательный	 прил.
воздухонагреватель	 м.
воздухонагревательный	 прил.
воздухонепроницаемость	 ж.
воздухонепроницаемый	 прил.
воздухоносный	 прил.
воздухообмен	 м.
воздухообменный	 прил.
воздухоопорный	 прил.
воздухоохладитель	 м.
воздухоохладительный	 прил.
воздухоочиститель	 м.
воздухоочистительный	 прил.
воздухоплавание	 ср.
воздухоплаватель	 м.
воздухоплавательница	 ж.
воздухоплавательный	 прил.
воздухоподогреватель	 м.
воздухопровод	 м.
воздухопроницаемость	 ж.
воздухопроницаемый	 прил.
воздушка	 ж. разг.
воздушник	 м. разг.
воздушность	 ж.
воздушный	 прил.
воздымать	 несов. перех. устар.
воздыматься	 несов. устар.
воздыхание	 ср. устар.
воздыхатель	 м. устар.
воздыхательница	 ж. устар.
воздыхательный	 прил. устар.
воздыхать	 несов. неперех. устар.
возжаждать	 сов. перех. устар.
возжелание	 ср. устар.
возжелать	 сов. перех. устар.
возжечь	 сов. перех. устар.
возжечься	 сов. устар.
возжигание	 ср. устар.
возжигать	 несов. перех. устар.
возжигаться	 несов. устар.
воззвание	 ср.
воззвать	 сов. перех. и неперех.
воззрение	 ср.
воззреть	 сов. неперех.
воззриться	 сов. разг.-сниж.
возик	 м. разг.
возить	 несов. перех. и неперех.
возишко	 м. разг.
возище	 м. разг.
возка	 ж.
возлагать	 несов. перех.
возлагаться	 несов.
возлегать	 несов. неперех. устар.
возлежание	 ср. устар.
возлежать	 несов. неперех.
возлетать	 несов. неперех. устар.
возлететь	 сов. неперех. устар.
возлечь	 сов. неперех.
возливать	 несов. перех. устар.
возликовать	 сов. неперех.
возлить	 сов. перех. устар.
возлияние	 ср.
возлиять	 несов. и сов. перех. устар.
возложение	 ср.
возложить	 сов. перех.
возлюбить	 сов. перех. устар.
возлюбленная	 ж. разг.
возмездие	 ср.
возместить	 сов. перех.
возместиться	 сов.
возмечтать	 сов. неперех.
возмещать	 несов. перех.
возмещаться	 несов.
возмещение	 ср.
возмнить	 сов. неперех. устар.
возможное	 ср. разг.
возможности	 мн.
возможность	 ж.
возможный	 прил.
возмочь	 сов. неперех. устар.
возмужалость	 ж.
возмужалый	 прил.
возмужание	 ср.
возмужать	 сов. неперех.
возмутитель	 м.
возмутительница	 ж.
возмутительность	 ж.
возмутительный	 прил.
возмутить	 сов. перех.
возмутиться	 сов.
возмущать	 несов. перех.
возмущаться	 несов.
возмущение	 ср.
возмущённый	 прил.
вознаградить	 сов. перех.
вознаградиться	 сов.
вознаграждать	 несов. перех.
вознаграждаться	 несов.
вознаграждение	 ср.
вознамериваться	 несов.
вознамериться	 сов.
вознегодовать	 сов. неперех.
возненавидеть	 сов. перех.
Вознесение	 ср.
вознесение	 ср. устар.
вознести	 сов. перех.
вознестись	 сов.
возникать	 несов. неперех.
возникновение	 ср.
возникнуть	 сов. неперех.
возница	 м.
возносить	 несов. перех.
возноситься	 несов.
возношение	 ср. устар.
возня	 ж. разг.
возобладать	 сов. неперех.
возобновить	 сов. перех.
возобновиться	 сов.
возобновление	 ср.
возобновлять	 несов. перех.
возобновляться	 несов.
возовой	 прил.
возок	 м.
возомнить	 сов. перех. и неперех.
возопить	 сов. перех. и неперех. устар.
возопиять	 сов. перех. и неперех. устар.
возрадоваться	 сов. устар.
возражатель	 м. устар.
возражательница	 ж. устар.
возражать	 несов. неперех.
возражение	 ср.
возразить	 сов. перех. и неперех.
возраст	 м.
возрастание	 ср.
возрастать	 несов. неперех.
возрастающий	 прил.
возрасти	 сов. неперех.
возрастить	 сов. перех. устар.
возрастной	 прил.
возрасты	 мн.
возревновать	 сов. неперех. устар.
возродить	 сов. перех.
возродиться	 сов.
возрождать	 несов. перех.
возрождаться	 несов.
Возрождение	 ср.
возрождение	 ср.
возроптать	 сов. неперех. устар.
возрыдать	 сов. неперех. нар.-поэт.
возчик	 м.
возыметь	 сов. перех. устар.
воин	 м.
воинский	 прил.
воинственность	 ж.
воинственный	 прил.
воинство	 ср. устар.
воинствовать	 несов. неперех. устар.
воинствующий	 прил.
воитель	 м. устар.
воительница	 ж. устар.
вой	 м.
войлок	 м.
войлочек	 м. разг.
войлочный	 прил.
война	 ж.
войска	 мн.
войско	 ср.
войсковой	 прил.
войт	 м.
войти	 сов. неперех.
вокабула	 ж.
вокабулярий	 м. устар.
вокал	 м.
вокализ	 м.
вокализация	 ж.
вокализировать	 несов. неперех. устар.
вокалист	 м.
вокалистка	 ж.
вокальный	 прил.
вокзальный	 прил.
вокзальчик	 м. разг.
вол	 м.
волапюк	 м.
волга	 ж. разг.
волгарь	 м.
волглость	 ж.
волглый	 прил. разг.
волгнуть	 несов. неперех. разг.
волдырь	 м.
волевой	 прил.
волеизъявление	 ср.
волейбол	 м.
волейболист	 м.
волейболистка	 ж.
волейбольный	 прил.
волен	 прил.
волжане	 мн.
волжанин	 м.
волжанка	 ж.
волкодав	 м.
волнение	 ср.
волнения	 мн.
волнистость	 ж.
волнистый	 прил.
волнительный	 прил. разг.
волниться	 несов. разг.
волновать	 несов. перех.
волноваться	 несов.
волновод	 м.
волновой	 прил.
волнограф	 м.
волнолом	 м.
волномер	 м.
волнообразный	 прил.
волнообразование	 ср.
волнорез	 м.
волнуха	 ж. разг.-сниж.
волнушка	 ж.
волнующий	 прил.
волны	 мн.
воловий	 прил.
воловина	 ж.
воловня	 ж. устар.
володеть	 несов. неперех. устар.
волок	 м.
волокитить	 несов. неперех. разг.
волокитный	 прил. разг.
волокитство	 ср. устар.
волокитчик	 м. разг.
волокнистость	 ж.
волокнистый	 прил.
волокнит	 м.
волокно	 ср.
волоковой	 прил.
волоконце	 ср. разг.
волокуша	 ж.
волонтёр	 м. устар.
волонтёрка	 ж. устар.
волонтёрный	 прил. устар.
волонтёрский	 прил. устар.
волоокий	 прил.
волосастый	 прил. разг.-сниж.
волосатеть	 несов. неперех. разг.-сниж.
волосатик	 м.
волосатость	 ж.
волосатый	 прил.
волосёнки	 мн. разг.
волосик	 м. разг.
волосина	 ж. разг.
волосинка	 ж. разг.
волосистый	 прил.
волосищи	 мн. разг.
волоски	 мн. разг.
волосной	 прил.
волосня	 ж. разг.-сниж.
волосовидный	 прил.
волосовина	 ж.
волосообразный	 прил.
волосочек	 м. разг.
волостной	 прил.
волость	 ж.
волосы	 мн.
волосяной	 прил.
волочение	 ср.
волочёный	 прил.
волочильный	 прил.
волочильня	 ж.
волочильщик	 м.
волочить	 несов. перех.
волочиться	 несов.
волочь	 несов. перех. разг.
волочься	 несов. разг.
волхв	 м.
волхвование	 ср. устар.
волхвовать	 несов. неперех. устар.
волчанка	 ж.
волчатник	 м.
волчец	 м.
волчий	 прил.
волчиный	 прил.
волчиха	 ж. разг.
волчица	 ж.
волчище	 м. разг.
волчонок	 м.
волшебник	 м.
волшебница	 ж.
волшебный	 прил.
волшебство	 ср.
волынить	 несов. неперех. разг.-сниж.
вольвокс	 м.
вольготный	 прил. разг.
вольер	 м.
вольера	 ж.
вольничать	 несов. неперех. разг.
вольнодум	 м. устар.
вольнодумец	 м.
вольнодумие	 ср. устар.
вольнодумничать	 несов. неперех. устар.
вольнодумный	 прил. устар.
вольнодумство	 ср.
вольнодумствовать	 несов. неперех.
вольнолюбивый	 прил.
вольномыслие	 ср.
вольномыслящий	 прил. устар.
вольнонаёмная	 ж. разг.
вольноопределяющийся	 м. устар.
вольноотпущенная	 ж.
вольноотпущенник	 м.
вольнопрактикующий	 прил. устар.
вольнослушатель	 м.
вольнослушательница	 ж.
вольность	 ж.
вольта	 ж.
вольтаж	 м. устар.
вольтаметр	 м.
вольт-ампер	 м.
вольтеровский	 прил.
вольтерьянец	 м.
вольтерьянство	 ср.
вольтижёр	 м.
вольтижёрка	 ж.
вольтижирование	 ср.
вольтижировать	 несов. неперех.
вольтижировка	 ж.
вольтижировочный	 прил.
вольтметр	 м.
вольфрам	 м.
вольфрамит	 м.
вольфрамовый	 прил.
волюнтаристка	 ж.
волюнтаристский	 прил.
волюта	 ж.
волюшка	 ж. нар.-поэт.
вомчать	 сов. перех. устар.
вомчаться	 сов.
вонзать	 несов. перех.
вонзаться	 несов.
вонзить	 сов. перех.
вонзиться	 сов.
вонища	 ж. разг.-сниж.
вонь	 ж. разг.
вонючий	 прил. разг.
вонять	 несов. неперех. разг.
воображаемое	 ср. разг.
воображаемый	 прил.
воображала	 м. и ж. разг.
воображать	 несов. перех. и неперех.
воображаться	 несов.
воображение	 ср.
воображуля	 м. и ж. разг.
вообразить	 сов. перех. и неперех.
вообразиться	 сов.
воодушевить	 сов. перех.
воодушевиться	 сов.
воодушевление	 ср.
воодушевлённый	 прил.
воодушевлять	 несов. перех.
воодушевляться	 несов.
вооружать	 несов. перех.
вооружаться	 несов.
вооруженец	 м. устар.
вооружение	 ср.
вооружённость	 ж.
вооружённый	 прил.
вооружить	 сов. перех.
вооружиться	 сов.
вопить	 несов. перех. и неперех. разг.-сниж.
вопиющий	 прил.
вопиять	 несов. перех. и неперех. устар.
вопленица	 ж.
вопли	 мн.
воплотитель	 м.
воплотительница	 ж.
воплотить	 сов. перех.
воплотиться	 сов.
воплощать	 несов. перех.
воплощаться	 несов.
воплощение	 ср.
воплощённый	 прил.
вопль	 м.
вопрос	 м.
вопросец	 м. разг.
вопросик	 м. разг.
вопросительный	 прил.
вопросить	 сов. перех.
вопросник	 м.
вопросный	 прил.
вопрошание	 ср. устар.
вопрошатель	 м. устар.
вопрошательница	 ж. устар.
вопрошать	 несов. перех.
вопрошающий	 прил.
вопрошение	 ср. устар.
вопящий	 прил. разг.-сниж.
вор	 м.
ворванный	 прил. устар.
ворвань	 ж. устар.
ворваться	 сов.
воришка	 м. разг.
ворище	 м. разг.-сниж.
воркование	 ср.
ворковать	 несов. неперех.
воркотание	 ср.
воркотать	 несов. неперех. разг.
воркотня	 ж. разг.
воркотун	 м. разг.-сниж.
воркотунья	 ж. разг.-сниж.
воркун	 м. разг.-сниж.
воркунья	 ж. разг.-сниж.
воркующий	 прил.
воробей	 м.
воробейник	 м.
воробейчик	 м. разг.
воробьевит	 м.
воробьёнок	 м. разг.
воробьиные	 мн.
воробьиный	 прил.
воробьиха	 ж. разг.
воробьишка	 м. разг.
ворованное	 ср. разг.
ворованный	 прил.
вороватость	 ж. разг.
вороватый	 прил. разг.
воровать	 несов. перех. и неперех.
вороваться	 несов.
воровка	 ж.
воровской	 прил.
воровство	 ср.
ворог	 м. устар.
ворожба	 ж.
ворожей	 м.
ворожейка	 ж. местн.
ворожея	 ж.
ворожить	 несов. неперех.
ворожка	 ж. местн.
ворократия	 ж.
вороная	 ж. разг.
воронение	 ср.
воронёнок	 м.
воронёный	 прил.
воронец	 м.
вороний	 прил.
вороника	 ж.
воронильщик	 м.
ворониться	 несов.
ворониха	 ж. разг.
воронка	 ж.
воронко	 м. устар.
воронкообразный	 прил.
воронов	 прил.
вороновые	 мн.
вороночка	 ж. разг.
воронь	 ж. устар.
вороньё	 ср. разг.
ворота	 мн.
воротила	 м. разг.
воротило	 ср.
воротиться	 сов. разг.-сниж.
воротища	 мн. устар.
воротник	 м.
воротниковый	 прил.
воротничок	 м. разг.
воротный	 прил.
вороток	 м.
ворох	 м.
ворохнуть	 сов. местн.
ворохнуться	 сов. разг.
ворочание	 ср.
ворошение	 ср.
ворошилка	 ж.
ворошить	 несов. перех.
ворошиться	 несов.
ворс	 м.
ворсильный	 прил.
ворсильня	 ж. устар.
ворсильщик	 м.
ворсина	 ж. разг.
ворсинка	 ж.
ворсинчатый	 прил.
ворсистость	 ж.
ворсистый	 прил.
ворсить	 несов. перех.
ворситься	 несов.
ворсовальный	 прил.
ворсовальня	 ж. разг.
ворсование	 ср.
ворсованный	 прил.
ворсовать	 несов. перех.
ворсоваться	 несов.
ворсовка	 ж.
ворсовой	 прил.
ворсовщик	 м.
ворсовый	 прил.
ворсянка	 ж.
ворсянковые	 мн.
ворсяной	 прил. разг.
ворчание	 ср.
ворчать	 несов. перех. и неперех.
ворчливость	 ж.
ворчливый	 прил.
ворчун	 м. разг.
ворчунья	 ж. разг.
ворьё	 ср. разг.
ворюга	 м. и ж. разг.-сниж.
восемнадцатилетие	 ср.
восемнадцатилетний	 прил.
воск	 м.
воскипать	 несов. неперех. устар.
воскипеть	 сов. неперех. устар.
воскликновение	 ср. устар.
воскликнуть	 сов. перех. и неперех.
восклицание	 ср.
восклицательный	 прил.
восклицать	 несов. перех. и неперех.
воскобойная	 ж. устар.
воскобойный	 прил.
воскобойня	 ж. устар.
восковка	 ж.
восковой	 прил.
восколей	 м. устар.
воскормить	 сов. перех. нар.-поэт.
воскормление	 ср. устар.
воскормленник	 м. устар.
воскормленница	 ж. устар.
воскресать	 несов. неперех.
воскресение	 ср.
воскресенье	 ср.
воскреситель	 м.
воскресительница	 ж.
воскресить	 сов. перех.
воскреситься	 сов.
воскресник	 м.
воскреснуть	 сов. неперех.
воскресный	 прил.
воскрешать	 несов. перех.
воскрешаться	 несов.
воскрешение	 ср.
воскрикнуть	 сов. устар.
воскрылить	 сов. перех. устар.
воскрылиться	 сов.
воскрылять	 несов. перех. устар.
воскрыляться	 несов.
воскурение	 ср. устар.
воскуривать	 несов. перех. устар.
воскурить	 сов. перех.
воскуриться	 сов. устар.
воскурять	 несов. перех.
воскуряться	 несов. устар.
воспаление	 ср.
воспалённый	 прил.
воспалительный	 прил.
воспалить	 сов. перех.
воспалиться	 сов.
воспалять	 несов. перех.
воспаляться	 несов.
воспарение	 ср.
воспарить	 сов. неперех.
воспариться	 сов.
воспарять	 несов. неперех.
воспаряться	 несов.
воспевание	 ср.
воспеватель	 м. устар.
воспевать	 несов. перех.
воспеваться	 несов.
воспеть	 сов. перех.
воспеться	 сов.
воспитание	 ср.
воспитанник	 м.
воспитанница	 ж.
воспитанность	 ж.
воспитанный	 прил.
воспитатель	 м.
воспитательница	 ж.
воспитательный	 прил.
воспитательский	 прил.
воспитать	 сов. перех.
воспитаться	 сов.
воспитывать	 несов. перех.
воспитываться	 несов.
воспламенение	 ср.
воспламенительный	 прил.
воспламенить	 сов. перех.
воспламениться	 сов.
воспламеняемость	 ж.
воспламенять	 несов. перех.
воспламеняться	 несов.
воспоить	 сов. перех. устар.
восполнение	 ср.
восполнить	 сов. перех.
восполниться	 сов.
восполнять	 несов. перех.
восполняться	 несов.
воспользоваться	 сов.
воспоминание	 ср.
воспоминания	 мн.
воспоминать	 несов. перех. устар.
воспоминаться	 несов. устар.
воспомнить	 сов. перех. устар.
воспоследовать	 сов. неперех. устар.
воспрепятствование	 ср. устар.
воспрепятствовать	 сов. неперех.
воспретительный	 прил. устар.
воспретить	 сов. перех. устар.
воспрещать	 несов. перех.
воспрещаться	 несов.
воспрещение	 ср.
восприемлемость	 ж. устар.
восприемник	 м. устар.
восприемница	 ж. устар.
восприимчивость	 ж.
восприимчивый	 прил.
воспринимаемость	 ж.
воспринимать	 несов. перех.
восприниматься	 несов.
воспринятие	 ср. устар.
воспринять	 сов. перех.
восприняться	 сов.
восприятие	 ср.
восприять	 сов. перех. устар.
воспроизведение	 ср.
воспроизвести	 сов. перех.
воспроизвестись	 сов.
воспроизводитель	 м.
воспроизводительница	 ж.
воспроизводительный	 прил.
воспроизводить	 несов. перех.
воспроизводиться	 несов.
воспроизводственный	 прил.
воспроизводство	 ср.
воспротивиться	 сов. устар.
воспротивляться	 несов. устар.
воспрянуть	 сов. неперех.
воспылать	 сов. неперех.
восседать	 несов. неперех. устар.
воссесть	 сов. неперех. устар.
воссиять	 сов. неперех. устар.
восславить	 сов. перех. устар.
восславлять	 несов. перех. устар.
восславляться	 несов.
воссоединение	 ср.
воссоединительный	 прил.
воссоединить	 сов. перех.
воссоединиться	 сов.
воссоединять	 несов. перех.
воссоединяться	 несов.
воссоздавать	 несов. перех.
воссоздаваться	 несов.
воссоздание	 ср.
воссоздать	 сов. перех.
воссоздаться	 сов.
воссозидать	 несов. перех. устар.
восставить	 сов. перех. устар.
восставлять	 несов. перех. устар.
восстанавливать	 несов. перех.
восстанавливаться	 несов.
восстание	 ср.
восстановительный	 прил.
восстановить	 сов. перех.
восстановиться	 сов.
восстановление	 ср.
восстановленный	 прил.
воссылать	 несов. перех. устар.
воссылаться	 несов.
Восток	 м.
восток	 м.
востоковед	 м.
востоковедение	 ср.
востоковедный	 прил. устар.
востоковедческий	 прил.
восторг	 м.
восторгать	 несов. перех.
восторгаться	 несов.
восторженность	 ж.
восторженный	 прил.
восторжествовать	 сов. неперех.
восточник	 м. разг.
востребование	 ср.
востребовать	 сов. перех.
востренький	 прил. разг.-сниж.
вострепетать	 сов. неперех. устар.
востриё	 ср. разг.-сниж.
вострить	 несов. перех. разг.-сниж.
востроглазый	 прил. разг.
востроногий	 прил. разг.-сниж.
востроносенький	 прил. разг.-сниж.
востроносый	 прил. разг.-сниж.
востроухий	 прил. разг.-сниж.
вострубить	 сов. неперех. нар.-поэт.
воструха	 ж. разг.-сниж.
вострушка	 ж. разг.-сниж.
вострый	 прил. разг.-сниж.
восхваление	 ср.
восхвалить	 сов. перех.
восхвалять	 несов. перех.
восхваляться	 несов.
восхитительность	 ж.
восхитительный	 прил.
восхищение	 ср.
восхищённый	 прил.
восход	 м.
восходитель	 м.
восходить	 несов. неперех.
восходящая	 ж. разг.
восходящий	 прил.
восхождение	 ср.
восхотеть	 сов. неперех. устар.
восчувствовать	 сов. перех. устар.
восшествие	 ср. устар.
восшуметь	 сов. неперех. устар.
восьмерик	 м.
восьмериковый	 прил.
восьмеричный	 прил.
восьмёрка	 ж.
восьмерной	 прил. разг.
восьмибалльный	 прил.
восьмидесятилетие	 ср.
восьмидесятилетний	 прил.
восьмидесятник	 м.
восьмидесятники	 мн.
восьмидесятница	 ж.
восьмидневный	 прил.
восьмизначный	 прил.
восьмиклассник	 м.
восьмиклассница	 ж.
восьмиклассный	 прил.
восьмикратный	 прил.
восьмилетие	 ср.
восьмилетний	 прил.
восьмилеток	 м. разг.
восьмимесячный	 прил.
восьминедельный	 прил.
восьмиричный	 прил.
восьмисотлетие	 ср.
восьмисотлетний	 прил.
восьмиугольник	 м.
восьмиугольный	 прил.
восьмиэтажный	 прил.
восьмушка	 ж.
вотирование	 ср.
вотировать	 несов. и сов. перех. и неперех.
вотироваться	 несов.
вотировка	 ж. разг.
воткать	 сов. перех.
воткнуть	 сов. перех.
воткнуться	 сов.
вотский	 прил. устар.
вотум	 м.
вотчина	 ж.
вотчинник	 м. устар.
вотчинный	 прил.
вотяк	 м. устар.
вотяки	 мн. устар.
вотяцкий	 прил. устар.
вотячка	 ж. устар.
воцарение	 ср. устар.
воцариться	 сов.
воцаряться	 несов.
вошедшая	 ж.
вошедший	 м.
вошка	 ж. разг.
вошь	 ж.
вощанка	 ж.
вощаной	 прил. устар.
вощение	 ср.
вощёный	 прил.
вощина	 ж.
вощинный	 прил.
вощить	 несов. перех.
вощиться	 несов.
воющий	 прил.
вояж	 м. устар.
вояжёр	 м. устар.
вояжировать	 несов. неперех. устар.
вояжировка	 ж. устар.
вояка	 м. разг.
впавший	 прил.
впадать	 несов. неперех.
впадение	 ср.
впадина	 ж.
впадинка	 ж. разг.
впаивание	 ср.
впаивать	 несов. перех.
впаиваться	 несов.
впайка	 ж.
впайщик	 м.
впалзывать	 несов. неперех. устар.
впалоглазый	 прил.
впалогрудый	 прил.
впалость	 ж.
впалощёкий	 прил.
впалый	 прил.
впархивать	 несов. неперех.
впасть	 сов. неперех.
впаять	 сов. перех. и неперех. разг.-сниж.
впаяться	 сов.
вперёдсмотрящий	 м.
вперение	 ср. устар.
впереть	 сов. перех. и неперех. разг.-сниж.
впереться	 сов.
вперить	 сов. перех. устар.
впериться	 сов. устар.
вперять	 несов. перех. устар.
вперяться	 несов. устар.
впечатать	 сов. перех.
впечататься	 сов.
впечатлевать	 несов. перех. устар.
впечатлеваться	 несов. устар.
впечатление	 ср.
впечатленьице	 ср. разг.
впечатлеть	 сов. перех. устар.
впечатлеться	 сов. устар.
впечатлительность	 ж.
впечатлительный	 прил.
впечатлить	 сов. перех. разг.
впечатляемость	 ж.
впечатлять	 несов. перех. разг.
впечатляться	 несов. разг.
впечатляющий	 прил.
впечатывание	 ср.
впечатывать	 несов. перех.
впечатываться	 несов.
впивание	 ср.
впивать	 несов. перех. устар.
впирать	 несов. перех. и неперех. разг.-сниж.
впираться	 несов.
вписанный	 прил.
вписать	 сов. перех.
вписаться	 сов.
вписка	 ж. разг.-сниж.
вписывание	 ср.
вписывать	 несов. перех.
вписываться	 несов.
впитать	 сов. перех.
впитаться	 сов.
впитывание	 ср.
впитывать	 несов. перех.
впитываться	 несов.
впить	 сов. перех. устар.
впихать	 сов. перех. разг.-сниж.
впихаться	 сов. разг.-сниж.
впихивание	 ср.
впихивать	 несов. перех. разг.
впихиваться	 несов.
впихнуть	 сов. перех. разг.
впихнуться	 сов. разг.
вплавить	 сов. перех.
вплавиться	 сов.
вплавлять	 несов. перех.
вплавляться	 несов.
вплести	 сов. перех.
вплестись	 сов.
вплетание	 ср.
вплетать	 несов. перех.
вплетаться	 несов.
вплывать	 несов. неперех.
вплыть	 сов. неперех.
вползание	 ср.
вползать	 несов. неперех.
вползти	 сов. неперех.
впорхнуть	 сов. неперех.
вправить	 сов. перех.
вправиться	 сов.
вправление	 ср.
вправлять	 несов. перех.
вправляться	 несов.
впрессовать	 сов. перех.
впрессоваться	 сов.
впрессовка	 ж.
впрессовывание	 ср.
впрессовывать	 несов. перех.
впрессовываться	 несов.
впрыгивание	 ср.
впрыгивать	 несов. неперех.
впрыгнуть	 сов. неперех.
впрыск	 м.
впрыскивание	 ср.
впрыскивать	 несов. перех.
впрыскиваться	 несов.
впрыснуть	 сов. перех.
впрягание	 ср.
впрягать	 несов. перех.
впрягаться	 несов.
впрячь	 сов. перех.
впрячься	 сов.
впуск	 м.
впускание	 ср.
впускать	 несов. перех.
впускаться	 несов.
впускной	 прил.
впустить	 сов. перех.
впутать	 сов. перех.
впутаться	 сов.
впутывание	 ср.
впутывать	 несов. перех.
впутываться	 несов.
впяливание	 ср. разг.-сниж.
впяливать	 несов. перех. разг.-сниж.
впяливаться	 несов. разг.-сниж.
впялить	 сов. перех. разг.-сниж.
впялиться	 сов. разг.-сниж.
впятить	 сов. перех. разг.-сниж.
впячивание	 ср. разг.-сниж.
впячивать	 несов. перех. разг.-сниж.
впячиваться	 несов. разг.-сниж.
врабатывание	 ср. разг.
врабатываться	 несов. разг.
вработаться	 сов. разг.
враг	 м.
врагиня	 ж. разг.
вражда	 ж.
враждебность	 ж.
враждебный	 прил.
враждование	 ср. устар.
враждовать	 несов. неперех.
враждующий	 прил.
вражеский	 прил.
вражий	 прил.
вражина	 м. и ж. разг.-сниж.
вразумительность	 ж.
вразумительный	 прил.
вразумить	 сов. перех.
вразумиться	 сов.
вразумление	 ср.
вразумлять	 несов. перех.
вразумляться	 несов.
враки	 мн. разг.
вралиха	 ж. устар.
враль	 м. разг.
враньё	 ср. разг.
врастание	 ср.
врастать	 несов. неперех.
врастаться	 несов.
врасти	 сов. неперех.
врастись	 сов.
врата	 мн. устар.
вратарский	 прил.
вратарь	 м.
врать	 несов. перех. и неперех. разг.
враться	 несов. разг.
врач	 м.
врачебный	 прил.
врачевание	 ср.
врачеватель	 м.
врачевательница	 ж.
врачевать	 несов. перех. и неперех.
врачиха	 ж. разг.-сниж.
врачующий	 прил.
вращательный	 прил.
вращать	 несов. перех. и неперех.
вращаться	 несов.
вращающийся	 прил.
вращение	 ср.
вред	 м.
вредина	 м. и ж. разг.
вредитель	 м.
вредительница	 ж. разг.
вредительный	 прил. устар.
вредительский	 прил.
вредительство	 ср.
вредительствовать	 несов. неперех. устар.
вредить	 несов. неперех.
вредничать	 несов. неперех. разг.
вредность	 ж.
вредный	 прил.
вреднюга	 м. и ж. разг.-сниж.
вредоносность	 ж.
вредоносный	 прил.
врез	 м.
врезание	 ср.
врезка	 ж.
врезной	 прил.
врезывание	 ср. устар.
врезывать	 несов. перех. устар.
врезываться	 несов.
временить	 несов. неперех. устар.
временник	 м. устар.
временной	 прил.
временнообязанный	 прил.
временность	 ж.
временный	 прил.
временщица	 ж. разг.
времечко	 ср. разг.
времяисчисление	 ср.
времянка	 ж. разг.
времяпрепровождение	 ср.
времяпровождение	 ср. разг.
времясчисление	 ср. устар.
вретище	 ср. устар.
врио	 ср. нескл.
врисовать	 сов. перех. разг.
врисовывать	 несов. перех. разг.
врисовываться	 несов.
врождённость	 ж.
врождённый	 прил.
вруб	 м.
врубание	 ср.
врубать	 несов. перех.
врубаться	 несов.
врубить	 сов. перех.
врубиться	 сов.
врубка	 ж. разг.
врубмашина	 ж.
врубовка	 ж.
врубовщик	 м.
врубовый	 прил.
врубок	 м.
врун	 м. разг.
врунишка	 м. и ж. разг.
врунья	 ж. разг.
вручать	 несов. перех.
вручаться	 несов.
вручение	 ср.
вручитель	 м. устар.
вручительница	 ж. устар.
вручить	 сов. перех.
вруша	 м. и ж. разг.
врушка	 м. и ж. разг.
врывать	 несов. перех.
врыть	 сов. перех.
врыться	 сов.
всадить	 сов. перех.
всадиться	 сов.
всадник	 м.
всадники	 мн.
всадница	 ж.
всаднический	 прил.
всаживание	 ср.
всаживать	 несов. перех.
всаживаться	 несов.
всамделишный	 прил. разг.
всасываемость	 ж.
всасывание	 ср.
всасывательный	 прил.
всасывать	 несов. перех.
всасываться	 несов.
всачиваться	 несов.
всверливаться	 несов.
всверлиться	 сов.
всеармейский	 прил.
всеблагий	 прил. устар.
всеблагой	 прил. устар.
всеблаженный	 прил. устар.
всебратство	 ср. устар.
всевание	 ср.
всевать	 несов. перех.
всеваться	 несов.
всеведение	 ср. устар.
всеведущий	 прил.
всевидец	 м. устар.
всевластие	 ср.
всевластность	 ж.
всевластный	 прил.
всевобуч	 м.
всевозможный	 прил.
всеволновой	 прил.
всеволновый	 прил.
Всевышний	 м.
всегдашний	 прил. разг.
Вседержитель	 м.
вседневное	 ср. устар.
вседневность	 ж. устар.
вседневный	 прил. устар.
вседозволенность	 ж.
всеевропейский	 прил.
всеединство	 ср.
всезнай	 м. устар.
всезнайка	 м. и ж. разг.
всезнайство	 ср.
всезнание	 ср.
всезнающий	 прил.
